wp_product_id,wp_product_name,proposed_slug,source_of_slug,confidence,status,notes
24401,"American Certified Procurement Risk Management Specialist (AC-PRMS)® Authorized On-demand Self-Paced Exam Prep - (Non-Members)",american-certified-procurement-risk-management-specialist-ac-prms-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24413,"American Certified Strategic Procurement & Supplier Relationship Specialist (AC-SPRS)® Authorized On-demand Self-Paced Exam Prep - (Members)",american-certified-strategic-procurement-supplier-relationship-specialist-ac-sprs-authorized-on-demand-self-paced-exam-prep-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24416,"American Certified Strategic Procurement & Supplier Relationship Specialist (AC-SPRS)® Authorized On-demand Self-Paced Exam Prep - (Non-Members)",american-certified-strategic-procurement-supplier-relationship-specialist-ac-sprs-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24433,"Chartered Strategic Procurement & Supplier Relationship Specialist (CSP-SRM)® Authorized On-demand Self-Paced Exam Prep - (Members)",chartered-strategic-procurement-supplier-relationship-specialist-csp-srm-authorized-on-demand-self-paced-exam-prep-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24441,"Chartered Strategic Procurement & Supplier Relationship Specialist (CSP-SRM)® Authorized On-demand Self-Paced Exam Prep - (Non-Members)",chartered-strategic-procurement-supplier-relationship-specialist-csp-srm-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24447,"American Certified IT Procurement & Digital Transformation Specialist (AC-IPDTS)® Authorized On-demand Self-Paced Exam Prep - (Non-Members)",american-certified-it-procurement-digital-transformation-specialist-ac-ipdts-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24449,"American Certified IT Procurement & Digital Transformation Specialist (AC-IPDTS)® Authorized On-demand Self-Paced Exam Prep - (Members)",american-certified-it-procurement-digital-transformation-specialist-ac-ipdts-authorized-on-demand-self-paced-exam-prep-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24455,"American Certified Public Sector Procurement & Compliance Specialist (AC-PSPCS)® Authorized On-demand Self-Paced Exam Prep - (Members)",american-certified-public-sector-procurement-compliance-specialist-ac-pspcs-authorized-on-demand-self-paced-exam-prep-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24460,"American Certified Public Sector Procurement & Compliance Specialist (AC-PSPCS)® Authorized On-demand Self-Paced Exam Prep - (Non-Members)",american-certified-public-sector-procurement-compliance-specialist-ac-pspcs-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24468,"American Certified Global Procurement & Cross-Border Supply Specialist (AC-GPCSS)® Authorized On-demand Self-Paced Exam Prep - (Members)",american-certified-global-procurement-cross-border-supply-specialist-ac-gpcss-authorized-on-demand-self-paced-exam-prep-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24470,"American Certified Global Procurement & Cross-Border Supply Specialist (AC-GPCSS)® Authorized On-demand Self-Paced Exam Prep - (Non-Members)",american-certified-global-procurement-cross-border-supply-specialist-ac-gpcss-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24481,"American Certified Procurement Data Science & AI Specialist (AC-PDSS)® Authorized On-demand Self-Paced Exam Prep - (Members)",american-certified-procurement-data-science-ai-specialist-ac-pdss-authorized-on-demand-self-paced-exam-prep-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24489,"American Certified Procurement Data Science & AI Specialist (AC-PDSS)® Authorized On-demand Self-Paced Exam Prep - (Non-Members)",american-certified-procurement-data-science-ai-specialist-ac-pdss-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24494,"American Certified Procurement Leadership & Change Management Specialist (AC-PLCMS)® Authorized On-demand Self-Paced Exam Prep - (Non-Members)",american-certified-procurement-leadership-change-management-specialist-ac-plcms-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24500,"American Certified Procurement Leadership & Change Management Specialist (AC-PLCMS)® Authorized On-demand Self-Paced Exam Prep -(Members)",american-certified-procurement-leadership-change-management-specialist-ac-plcms-authorized-on-demand-self-paced-exam-prep-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24505,"American Certified Procurement Automation & RPA Specialist (AC-PARAS)® Authorized On-demand Self-Paced Exam Prep -(Members)",american-certified-procurement-automation-rpa-specialist-ac-paras-authorized-on-demand-self-paced-exam-prep-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24508,"American Certified Procurement Automation & RPA Specialist (AC-PARAS)® Authorized On-demand Self-Paced Exam Prep - (Non-Members)",american-certified-procurement-automation-rpa-specialist-ac-paras-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24513,"American Certified Supply Chain Cybersecurity Professional (AC-SCCP)® Authorized On-demand Self-Paced Exam Prep - (Members)",american-certified-supply-chain-cybersecurity-professional-ac-sccp-authorized-on-demand-self-paced-exam-prep-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24515,"American Certified Supply Chain Cybersecurity Professional (AC-SCCP)® Authorized On-demand Self-Paced Exam Prep - (Non-Members)",american-certified-supply-chain-cybersecurity-professional-ac-sccp-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24521,"Chartered Advanced Supply Chain Cybersecurity Manager (CA-SCCM)® Authorized On-demand Self-Paced Exam Prep - (Members)",chartered-advanced-supply-chain-cybersecurity-manager-ca-sccm-authorized-on-demand-self-paced-exam-prep-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24524,"Chartered Advanced Supply Chain Cybersecurity Manager (CA-SCCM)® Authorized On-demand Self-Paced Exam Prep - (Non-Members)",chartered-advanced-supply-chain-cybersecurity-manager-ca-sccm-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24532,"Chartered AI-Driven Sustainable Procurement Manager (CA-ISPM)® Authorized On-demand Self-Paced Exam Prep - (Members)",chartered-ai-driven-sustainable-procurement-manager-ca-ispm-authorized-on-demand-self-paced-exam-prep-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24535,"Chartered AI-Driven Sustainable Procurement Manager (CA-ISPM)® Authorized On-demand Self-Paced Exam Prep - (Non-Members)",chartered-ai-driven-sustainable-procurement-manager-ca-ispm-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24540,"American Certified Blockchain for Supply Chain Professional (AC-BSCP)® Authorized On-demand Self-Paced Exam Prep - (Non-Members)",american-certified-blockchain-for-supply-chain-professional-ac-bscp-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24543,"American Certified Blockchain for Supply Chain Professional (AC-BSCP)® Authorized On-demand Self-Paced Exam Prep - (Members)",american-certified-blockchain-for-supply-chain-professional-ac-bscp-authorized-on-demand-self-paced-exam-prep-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24548,"Chartered Sustainable Supply Chain Manager (CSSCM)® Authorized On-demand Self-Paced Exam Prep - (Members)",chartered-sustainable-supply-chain-manager-csscm-authorized-on-demand-self-paced-exam-prep-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24551,"Chartered Sustainable Supply Chain Manager (CSSCM)® Authorized On-demand Self-Paced Exam Prep - (Non-Members)",chartered-sustainable-supply-chain-manager-csscm-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24556,"American Certified Digital Supply Chain Integration Professional (AC-DSCIP)® Authorized On-demand Self-Paced Exam Prep - (Members)",american-certified-digital-supply-chain-integration-professional-ac-dscip-authorized-on-demand-self-paced-exam-prep-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24565,"American Certified Digital Supply Chain Integration Professional (AC-DSCIP)® Authorized On-demand Self-Paced Exam Prep - (Non-Members)",american-certified-digital-supply-chain-integration-professional-ac-dscip-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24572,"American Certified Global Supply Chain Risk and Resilience Professional(AC- GSRP)® Authorized On-demand Self-Paced Exam Prep - (Non-Members)",american-certified-global-supply-chain-risk-and-resilience-professionalac-gsrp-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24577,"American Certified Global Supply Chain Risk and Resilience Professional(AC- GSRP)® Authorized On-demand Self-Paced Exam Prep - (Members)",american-certified-global-supply-chain-risk-and-resilience-professionalac-gsrp-authorized-on-demand-self-paced-exam-prep-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
24613,"Student Membership",student-membership-fee,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
27018,"Chartered Sustainable Culinary Tourism Manager (CSCTM®)",chartered-sustainable-culinary-tourism-manager-csctm,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
27145,"Chartered Sustainable Culinary Tourism Manager (CSCTM®) Authorized On-demand Self-Paced Exam Prep - (Members)",chartered-sustainable-culinary-tourism-manager-csctm-authorized-on-demand-self-paced-exam-prep-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
27161,"Chartered Sustainable Culinary Tourism Manager (CSCTM®) Authorized On-demand Self-Paced Exam Prep - (Non-Members)",chartered-sustainable-culinary-tourism-manager-csctm-authorized-on-demand-self-paced-exam-prep-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
32019,"AAPSCM® Training Virtual -  American Certified Global Supply Chain Risk and Resilience Professional(AC- GSRP)®",aapscm-training-virtual-american-certified-global-supply-chain-risk-and-resilience-professionalac-gsrp,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
33877,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy)",aapscm-training-virtual-american-certified-procurement-professional-acpp-copy,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
33878,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - APR 1-4, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33879,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - APR 12-16, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33880,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - APR 18-22, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33881,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - APR 25-29,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33882,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - APR 6-10, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33883,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - AUG 1-4, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33884,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - AUG 15-19,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33885,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - AUG 25-29,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33886,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - AUG 6-10, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33887,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - DEC 1-4, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33888,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - DEC 15-19,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33889,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - DEC 6-11, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33890,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - FEB 1 – 5, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33891,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - FEB 15-20, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33892,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - FEB 22-26, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33893,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - FEB 7-11, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33894,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - JAN 15-19, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33895,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - JAN 21-25, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33896,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - JUL 1-4, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33897,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - JUL 15-19, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33898,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - JUL 6-11,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33899,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - JULY 25-29,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33900,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - JUN 1-4, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33901,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - JUN 15-19,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33902,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - JUN 22-26, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33903,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - JUN 7-11,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33904,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - MAR 13-17,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33905,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - MAR 20-24, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33906,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - MAR 7- 11,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33907,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - MARCH 1-5, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33908,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - MAY 1-4, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33909,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - MAY 15-19,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33910,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - MAY 22-26, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33911,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - MAY 6- 11,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33912,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - NOV 1-4, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33913,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - NOV 15-19,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33914,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - NOV 25-29, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33915,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - NOV 6-11,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33916,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - OCT 1-4, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33917,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - OCT 15-19,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33918,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - OCT 25-29,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33919,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - OCT 6-10, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33920,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - SEPT 1-4, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33921,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - SEPT 15-19,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33922,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - SEPT 25-29,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33923,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - SEPT 6-11,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33924,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - JAN 2 – 6, 2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33925,"AAPSCM® Training Virtual - American Certified Procurement Professional (ACPP)® (Copy) - JAN 8 -12,2025",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
33989,"Chartered Tourism Manager (CTM)®",chartered-tourism-manager-ctm,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
34003,"Chartered Tourism Manager (CTM)® (Members)",chartered-tourism-manager-ctm-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
34005,"Chartered Tourism Manager (CTM)® (Non-Members)",chartered-tourism-manager-ctm-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
34007,"AAPSCM® Training Virtual - Chartered Tourism Manager (CTM)®",aapscm-training-virtual-chartered-tourism-manager-ctm,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
34178,"AAPSCM® Training Virtual - American Certified Digital Merchandising and User Experience Professional (AC-DMUX)®",aapscm-training-virtual-american-certified-digital-merchandising-and-user-experience-professional-ac-dmux,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
34214,"American Certified Digital Merchandising and User Experience Professional (AC-DMUX)®",american-certified-digital-merchandising-and-user-experience-professional-ac-dmux,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
34303,"American Certified Ethical Practices & Sustainable E-Commerce Professional (AC-SEEP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
34305,"American Certified Ethical Practices & Sustainable E-Commerce Professional (AC-SEEP)® (Members)",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
34307,"American Certified Ethical Practices & Sustainable E-Commerce Professional (AC-SEEP)® (Non-Members)",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
34309,"AAPSCM® Training Virtual - American Certified Ethical Practices & Sustainable E-Commerce Professional (AC-SEEP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
34435,"American Certified E-Commerce Strategy and Growth Professional (AC-ESGP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
34437,"American Certified E-Commerce Strategy and Growth Professional (AC-ESGP)®  (Members)",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
34439,"American Certified E-Commerce Strategy and Growth Professional (AC-ESGP)® (Non-Members)",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
34440,"AAPSCM® Training Virtual - American Certified E-Commerce Strategy and Growth Professional (AC-ESGP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
34612,"Chartered E-Commerce Data Analytics and AI Professional (CED-AI)®",chartered-e-commerce-data-analytics-and-ai-professional-ced-ai,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
34614,"Chartered E-Commerce Data Analytics and AI Professional (CED-AI)® (Members)",chartered-e-commerce-data-analytics-and-ai-professional-ced-ai-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
34616,"Chartered E-Commerce Data Analytics and AI Professional (CED-AI)® (Non-Members)",chartered-e-commerce-data-analytics-and-ai-professional-ced-ai-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
34618,"AAPSCM® Training Virtual - Chartered E-Commerce Data Analytics and AI Professional (CED-AI)®",aapscm-training-virtual-chartered-e-commerce-data-analytics-and-ai-professional-ced-ai,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
34767,"Chartered Global Cross-Border E-Commerce Manager (CGCBE)®",chartered-global-cross-border-e-commerce-manager-cgcbe,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
34769,"Chartered Global Cross-Border E-Commerce Manager (CGCBE)® (Members)",chartered-global-cross-border-e-commerce-manager-cgcbe-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
34771,"Chartered Global Cross-Border E-Commerce Manager (CGCBE)® (Non-Members)",chartered-global-cross-border-e-commerce-manager-cgcbe-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
34773,"AAPSCM® Training Virtual - Chartered Global Cross-Border E-Commerce Manager (CGCBE)®",aapscm-training-virtual-chartered-global-cross-border-e-commerce-manager-cgcbe,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
34922,"American Certified Sustainable and Circular Supply Chain Professional (AC-CSCSP)®",american-certified-sustainable-and-circular-supply-chain-professional-ac-cscsp,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
34924,"American Certified Sustainable and Circular Supply Chain Professional (AC-CSCSP)® (Members)",american-certified-sustainable-and-circular-supply-chain-professional-ac-cscsp-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
